id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
40167,yes,3,High Contact,cellular,jun,5,41,unemployed,primary,216,unknown
40168,no,2,Low Contact,cellular,jun,5,29,technician,secondary,5763,success
40169,no,3,High Contact,cellular,jun,5,26,student,secondary,611,unknown
40170,yes,2,Low Contact,cellular,jun,5,55,management,tertiary,9756,other
40171,yes,1,Low Contact,telephone,jun,5,30,unemployed,tertiary,1159,unknown
40172,yes,2,Low Contact,cellular,jun,5,28,self-employed,tertiary,3290,unknown
40173,yes,2,Low Contact,cellular,jun,5,31,blue-collar,secondary,1766,unknown
40174,no,2,Low Contact,cellular,jun,5,31,admin,secondary,389,unknown
40175,no,2,Low Contact,cellular,jun,5,48,housemaid,secondary,3570,unknown
40176,yes,2,Low Contact,cellular,jun,5,31,unemployed,secondary,582,unknown
40177,no,2,Low Contact,cellular,jun,5,25,technician,tertiary,1693,unknown
40178,yes,2,Low Contact,cellular,jun,5,53,management,tertiary,380,unknown
40179,no,2,Low Contact,cellular,jun,5,39,management,tertiary,1241,unknown
40180,no,2,Low Contact,telephone,jun,5,38,blue-collar,secondary,1391,unknown
40181,no,2,Low Contact,telephone,jun,5,51,technician,tertiary,1315,unknown
40182,no,2,Low Contact,cellular,jun,5,33,admin,secondary,4713,unknown
40183,yes,2,Low Contact,cellular,jun,5,57,management,tertiary,256,success
40184,yes,2,Low Contact,cellular,jun,5,22,blue-collar,secondary,682,success
40185,yes,7,High Contact,cellular,jun,5,36,services,primary,92,unknown
40186,yes,2,Low Contact,cellular,jun,5,33,technician,secondary,66,unknown
40187,no,2,Low Contact,cellular,jun,5,54,retired,primary,466,unknown
40188,no,2,Low Contact,telephone,jun,5,54,self-employed,tertiary,1510,unknown
40189,no,1,Low Contact,telephone,jun,5,50,management,secondary,309,unknown
40190,no,2,Low Contact,cellular,jun,5,36,management,tertiary,361,unknown
40191,no,2,Low Contact,cellular,jun,8,36,blue-collar,secondary,64,unknown
40192,no,5,High Contact,cellular,jun,8,28,admin,secondary,1448,unknown
40193,no,2,Low Contact,cellular,jun,8,56,retired,unknown,230,unknown
40194,no,4,High Contact,cellular,jun,8,50,technician,secondary,1811,unknown
40195,no,1,Low Contact,cellular,jun,8,35,admin,tertiary,948,unknown
40196,no,2,Low Contact,cellular,jun,8,37,self-employed,tertiary,1758,unknown
40197,yes,2,Low Contact,cellular,jun,8,37,unknown,tertiary,0,success
40198,no,2,Low Contact,cellular,jun,8,50,housemaid,secondary,388,success
40199,no,5,High Contact,cellular,jun,8,52,unemployed,primary,426,unknown
40200,yes,2,Low Contact,cellular,jun,8,46,technician,secondary,3434,success
40201,yes,3,High Contact,cellular,jun,8,31,technician,tertiary,252,unknown
40202,no,3,High Contact,cellular,jun,8,38,management,tertiary,1354,failure
40203,no,2,Low Contact,cellular,jun,8,53,management,tertiary,1061,unknown
40204,yes,3,High Contact,cellular,jun,8,49,admin,tertiary,6574,unknown
40205,yes,6,High Contact,cellular,jun,8,51,self-employed,unknown,2094,unknown
40206,yes,3,High Contact,cellular,jun,8,34,technician,secondary,294,unknown
40207,no,2,Low Contact,cellular,jun,8,33,self-employed,tertiary,1129,unknown
40208,yes,4,High Contact,cellular,jun,8,35,blue-collar,primary,1177,unknown
40209,yes,4,High Contact,cellular,jun,8,35,management,tertiary,925,unknown
40210,no,3,High Contact,cellular,jun,9,25,management,tertiary,6246,unknown
40211,no,3,High Contact,cellular,jun,9,28,technician,secondary,1363,success
40212,no,4,High Contact,cellular,jun,9,31,management,tertiary,242,unknown
40213,yes,2,Low Contact,cellular,jun,9,32,admin,tertiary,8866,success
40214,no,2,Low Contact,cellular,jun,9,31,technician,secondary,816,unknown
40215,no,3,High Contact,cellular,jun,9,31,services,secondary,365,unknown
40216,no,2,Low Contact,cellular,jun,9,53,unemployed,primary,183,unknown
40217,no,2,Low Contact,cellular,jun,9,43,entrepreneur,secondary,3780,failure
40218,yes,4,High Contact,cellular,jun,9,50,unemployed,secondary,3357,unknown
40219,yes,4,High Contact,cellular,jun,9,36,entrepreneur,tertiary,3407,success
40220,yes,2,Low Contact,cellular,jun,9,31,management,tertiary,5205,unknown
40221,yes,2,Low Contact,cellular,jun,9,41,management,tertiary,254,failure
40222,no,4,High Contact,cellular,jun,9,50,management,tertiary,151,unknown
40223,yes,7,High Contact,telephone,jun,9,25,technician,tertiary,3630,unknown
40224,no,4,High Contact,cellular,jun,12,37,services,secondary,3,failure
40225,no,2,Low Contact,cellular,jun,12,31,blue-collar,secondary,15187,unknown
40226,no,3,High Contact,telephone,jun,12,52,management,tertiary,437,other
40227,yes,2,Low Contact,cellular,jun,12,24,management,tertiary,1506,success
40228,no,2,Low Contact,cellular,jun,12,41,management,secondary,764,unknown
40229,yes,2,Low Contact,cellular,jun,12,42,services,tertiary,4216,unknown
40230,no,2,Low Contact,cellular,jun,12,30,management,tertiary,27,other
40231,no,3,High Contact,cellular,jun,12,30,technician,secondary,601,failure
40232,yes,6,High Contact,cellular,jun,12,25,services,tertiary,12,unknown
40233,no,4,High Contact,cellular,jun,12,40,blue-collar,secondary,5666,unknown
40234,yes,7,High Contact,cellular,jun,12,60,management,secondary,544,failure
40235,no,7,High Contact,cellular,jun,12,29,technician,tertiary,858,failure
40236,no,3,High Contact,cellular,jun,12,30,admin,secondary,523,success
40237,no,3,High Contact,cellular,jun,12,49,technician,tertiary,0,unknown
40238,no,2,Low Contact,cellular,jun,12,48,technician,tertiary,58,unknown
40239,no,5,High Contact,cellular,jun,12,26,self-employed,tertiary,1444,unknown
40240,no,3,High Contact,cellular,jun,12,23,student,primary,1235,unknown
40241,no,2,Low Contact,telephone,jun,15,60,blue-collar,primary,29184,unknown
40242,no,4,High Contact,telephone,jun,15,22,student,unknown,1,unknown
40243,no,3,High Contact,cellular,jun,15,28,self-employed,secondary,1536,unknown
40244,no,3,High Contact,cellular,jun,15,47,technician,secondary,1013,unknown
40245,yes,2,Low Contact,cellular,jun,15,40,self-employed,tertiary,10346,other
40246,yes,2,Low Contact,cellular,jun,15,50,management,tertiary,1612,other
40247,no,1,Low Contact,cellular,jun,15,34,management,tertiary,1741,unknown
40248,yes,1,Low Contact,cellular,jun,15,34,technician,tertiary,1539,other
40249,no,1,Low Contact,cellular,jun,15,54,blue-collar,secondary,21,unknown
40250,yes,1,Low Contact,cellular,jun,15,31,admin,secondary,131,unknown
40251,no,1,Low Contact,cellular,jun,15,51,blue-collar,secondary,19,unknown
40252,no,2,Low Contact,cellular,jun,15,33,management,tertiary,1390,failure
40253,no,1,Low Contact,cellular,jun,15,25,technician,tertiary,2206,unknown
40254,yes,1,Low Contact,cellular,jun,15,32,management,tertiary,718,unknown
40255,no,1,Low Contact,cellular,jun,15,54,management,tertiary,2081,unknown
40256,no,1,Low Contact,cellular,jun,15,29,management,tertiary,4694,unknown
40257,no,1,Low Contact,cellular,jun,15,24,admin,tertiary,454,unknown
40258,yes,6,High Contact,telephone,jun,15,60,admin,secondary,3547,unknown
40259,yes,1,Low Contact,cellular,jun,15,32,services,secondary,914,unknown
40260,no,1,Low Contact,cellular,jun,15,25,admin,tertiary,1185,unknown
40261,yes,1,Low Contact,cellular,jun,15,52,entrepreneur,secondary,1306,unknown
40262,no,1,Low Contact,cellular,jun,15,33,unemployed,tertiary,3335,failure
40263,yes,1,Low Contact,cellular,jun,15,34,blue-collar,unknown,172,unknown
40264,no,2,Low Contact,cellular,jun,15,26,student,tertiary,0,unknown
40265,yes,1,Low Contact,cellular,jun,15,59,technician,secondary,259,success
40266,no,1,Low Contact,cellular,jun,15,25,technician,secondary,266,unknown
40267,no,1,Low Contact,cellular,jun,15,26,admin,tertiary,617,unknown
40268,yes,2,Low Contact,cellular,jun,15,56,retired,secondary,-1206,unknown
40269,no,1,Low Contact,cellular,jun,15,55,blue-collar,secondary,4577,unknown
40270,no,1,Low Contact,cellular,jun,15,36,admin,tertiary,4708,unknown
40271,yes,1,Low Contact,cellular,jun,15,47,management,tertiary,372,unknown
40272,no,1,Low Contact,cellular,jun,15,28,services,secondary,102,other
40273,no,1,Low Contact,cellular,jun,15,58,retired,primary,1077,unknown
40274,no,2,Low Contact,cellular,jun,15,31,entrepreneur,tertiary,206,unknown
40275,yes,2,Low Contact,cellular,jun,15,43,management,tertiary,3518,unknown
40276,yes,1,Low Contact,cellular,jun,15,25,services,secondary,505,unknown
40277,yes,1,Low Contact,cellular,jun,15,35,self-employed,tertiary,71,unknown
40278,yes,1,Low Contact,cellular,jun,15,31,student,secondary,1776,other
40279,yes,1,Low Contact,cellular,jun,15,27,management,tertiary,20585,unknown
40280,yes,1,Low Contact,cellular,jun,15,26,admin,secondary,1595,failure
40281,no,1,Low Contact,cellular,jun,15,23,blue-collar,primary,382,other
40282,no,1,Low Contact,cellular,jun,15,31,technician,tertiary,969,unknown
40283,yes,1,Low Contact,cellular,jun,15,37,admin,tertiary,1000,success
40284,no,2,Low Contact,telephone,jun,15,46,housemaid,tertiary,3232,unknown
40285,no,1,Low Contact,cellular,jun,15,35,management,tertiary,2015,failure
40286,no,1,Low Contact,cellular,jun,15,35,services,secondary,1701,other
40287,no,1,Low Contact,cellular,jun,15,39,services,secondary,1048,failure
40288,no,1,Low Contact,cellular,jun,15,28,admin,secondary,2,unknown
40289,no,1,Low Contact,cellular,jun,15,39,technician,secondary,697,unknown
40290,yes,2,Low Contact,cellular,jun,15,27,admin,tertiary,138,unknown
40291,no,2,Low Contact,cellular,jun,15,45,services,unknown,8319,unknown
40292,no,1,Low Contact,cellular,jun,15,28,admin,secondary,520,unknown
40293,no,4,High Contact,cellular,jun,15,46,management,tertiary,0,unknown
40294,no,1,Low Contact,cellular,jun,15,27,management,tertiary,522,unknown
40295,yes,1,Low Contact,cellular,jun,15,49,management,tertiary,561,unknown
40296,no,1,Low Contact,cellular,jun,15,24,admin,tertiary,106,unknown
40297,no,3,High Contact,cellular,jun,15,60,retired,tertiary,2196,unknown
40298,no,2,Low Contact,cellular,jun,15,35,management,tertiary,2461,other
40299,yes,1,Low Contact,cellular,jun,15,26,management,tertiary,170,unknown
40300,yes,2,Low Contact,cellular,jun,16,37,technician,unknown,189,unknown
40301,no,3,High Contact,cellular,jun,16,34,management,tertiary,180,unknown
40302,yes,2,Low Contact,cellular,jun,16,28,management,tertiary,502,unknown
40303,yes,2,Low Contact,cellular,jun,16,33,blue-collar,secondary,379,unknown
40304,no,2,Low Contact,telephone,jun,16,30,admin,secondary,124,unknown
40305,no,1,Low Contact,cellular,jun,16,20,student,unknown,457,unknown
40306,yes,2,Low Contact,cellular,jun,16,31,technician,unknown,14533,unknown
40307,no,1,Low Contact,cellular,jun,16,29,services,secondary,2800,unknown
40308,no,1,Low Contact,cellular,jun,16,44,blue-collar,secondary,1127,unknown
40309,yes,1,Low Contact,cellular,jun,16,28,admin,secondary,136,unknown
40310,no,1,Low Contact,cellular,jun,16,25,student,secondary,548,unknown
40311,no,2,Low Contact,cellular,jun,16,23,student,tertiary,341,unknown
40312,no,1,Low Contact,cellular,jun,16,53,services,unknown,2009,unknown
40313,no,1,Low Contact,cellular,jun,16,27,admin,secondary,3629,unknown
40314,no,1,Low Contact,cellular,jun,16,30,management,tertiary,2,failure
40315,no,1,Low Contact,telephone,jun,16,55,management,tertiary,86,unknown
40316,no,2,Low Contact,cellular,jun,16,50,management,tertiary,1463,unknown
40317,no,1,Low Contact,cellular,jun,16,22,student,tertiary,1161,unknown
40318,no,1,Low Contact,cellular,jun,16,24,admin,secondary,-98,unknown
40319,no,1,Low Contact,telephone,jun,16,27,technician,secondary,2731,unknown
40320,no,2,Low Contact,cellular,jun,16,48,management,tertiary,2,unknown
40321,no,2,Low Contact,cellular,jun,16,29,management,tertiary,1675,unknown
40322,no,3,High Contact,cellular,jun,16,48,technician,secondary,1981,failure
40323,no,3,High Contact,cellular,jun,16,58,management,tertiary,6711,unknown
40324,yes,3,High Contact,cellular,jun,16,32,services,secondary,689,unknown
40325,no,2,Low Contact,cellular,jun,16,26,blue-collar,primary,2363,unknown
40326,no,2,Low Contact,telephone,jun,16,49,management,tertiary,4200,unknown
40327,yes,2,Low Contact,cellular,jun,17,27,services,secondary,246,unknown
40328,no,2,Low Contact,cellular,jun,17,32,student,unknown,640,failure
40329,no,2,Low Contact,cellular,jun,17,21,management,tertiary,243,unknown
40330,no,4,High Contact,cellular,jun,17,35,admin,secondary,557,unknown
40331,yes,3,High Contact,cellular,jun,17,59,admin,secondary,3735,success
40332,no,4,High Contact,cellular,jun,17,24,technician,secondary,987,unknown
40333,no,7,High Contact,cellular,jun,17,37,management,tertiary,26,failure
40334,no,6,High Contact,cellular,jun,17,43,blue-collar,primary,1518,unknown
40335,yes,2,Low Contact,cellular,jun,18,30,management,tertiary,8535,unknown
40336,no,2,Low Contact,cellular,jun,18,31,technician,tertiary,1527,unknown
40337,no,15,High Contact,telephone,jun,18,57,entrepreneur,tertiary,0,unknown
40338,yes,4,High Contact,cellular,jun,18,30,technician,secondary,2567,unknown
40339,no,3,High Contact,cellular,jun,18,39,blue-collar,tertiary,382,unknown
40340,yes,3,High Contact,cellular,jun,18,34,management,tertiary,443,unknown
40341,no,3,High Contact,cellular,jun,18,57,entrepreneur,secondary,9902,unknown
40342,no,3,High Contact,cellular,jun,18,60,retired,primary,37,unknown
40343,yes,10,High Contact,telephone,jun,18,38,self-employed,tertiary,605,unknown
40344,no,2,Low Contact,cellular,jun,18,42,management,secondary,6526,failure
40345,yes,2,Low Contact,cellular,jun,18,58,retired,primary,2074,unknown
40346,yes,2,Low Contact,cellular,jun,18,34,management,tertiary,2374,failure
40347,yes,6,High Contact,telephone,jun,18,26,services,secondary,1347,other
40348,yes,3,High Contact,telephone,jun,19,59,retired,primary,3648,unknown
40349,no,5,High Contact,cellular,jun,19,42,technician,secondary,1539,failure
40350,yes,5,High Contact,telephone,jun,19,49,management,tertiary,7443,failure
40351,yes,3,High Contact,cellular,jun,19,28,self-employed,tertiary,442,other
40352,no,9,High Contact,telephone,jun,19,23,student,secondary,1021,unknown
40353,no,5,High Contact,cellular,jun,19,31,management,tertiary,6138,unknown
40354,no,2,Low Contact,cellular,jun,19,50,management,tertiary,5108,unknown
40355,no,2,Low Contact,telephone,jun,19,26,management,tertiary,667,unknown
40356,yes,3,High Contact,cellular,jun,22,57,management,tertiary,10583,unknown
40357,no,3,High Contact,cellular,jun,22,35,management,tertiary,2088,unknown
40358,no,5,High Contact,cellular,jun,22,59,self-employed,tertiary,185,failure
40359,no,1,Low Contact,cellular,jun,22,55,admin,secondary,9329,failure
40360,no,5,High Contact,cellular,jun,22,27,self-employed,tertiary,147,unknown
40361,no,4,High Contact,cellular,jun,22,54,unemployed,tertiary,6590,unknown
40362,no,2,Low Contact,cellular,jun,22,32,entrepreneur,primary,3083,unknown
40363,no,1,Low Contact,cellular,jun,22,30,technician,secondary,2326,success
40364,yes,1,Low Contact,telephone,jun,22,83,retired,primary,425,failure
40365,no,1,Low Contact,cellular,jun,22,31,technician,secondary,660,unknown
40366,no,3,High Contact,cellular,jun,22,43,blue-collar,primary,0,unknown
40367,yes,1,Low Contact,cellular,jun,22,61,management,tertiary,997,success
40368,no,1,Low Contact,cellular,jun,22,78,retired,tertiary,1016,unknown
40369,no,1,Low Contact,cellular,jun,22,73,retired,tertiary,448,success
40370,no,1,Low Contact,cellular,jun,22,26,unemployed,secondary,771,failure
40371,yes,1,Low Contact,cellular,jun,22,64,retired,secondary,5966,unknown
40372,no,1,Low Contact,telephone,jun,22,58,management,secondary,111,failure
40373,no,4,High Contact,cellular,jun,22,37,entrepreneur,secondary,2543,unknown
40374,yes,1,Low Contact,cellular,jun,22,37,admin,secondary,2061,failure
40375,no,3,High Contact,telephone,jun,22,79,retired,secondary,723,unknown
40376,yes,1,Low Contact,cellular,jun,22,68,retired,secondary,0,unknown
40377,no,1,Low Contact,cellular,jun,23,19,student,secondary,1803,failure
40378,no,1,Low Contact,cellular,jun,23,48,admin,secondary,0,failure
40379,no,3,High Contact,cellular,jun,23,27,management,tertiary,446,unknown
40380,yes,4,High Contact,cellular,jun,23,58,admin,secondary,4348,other
40381,no,2,Low Contact,cellular,jun,23,66,management,tertiary,1048,unknown
40382,no,1,Low Contact,cellular,jun,23,71,retired,secondary,1998,unknown
40383,no,1,Low Contact,cellular,jun,23,63,retired,secondary,2747,unknown
40384,yes,1,Low Contact,cellular,jun,30,71,retired,tertiary,2887,unknown
40385,no,1,Low Contact,cellular,jun,30,61,retired,secondary,3340,unknown
40386,no,1,Low Contact,cellular,jun,30,52,admin,tertiary,0,failure
40387,yes,1,Low Contact,cellular,jun,30,54,management,tertiary,1464,unknown
40388,no,1,Low Contact,cellular,jun,30,45,technician,secondary,315,unknown
40389,no,1,Low Contact,telephone,jun,30,33,housemaid,secondary,1363,unknown
40390,no,1,Low Contact,cellular,jun,30,80,retired,tertiary,3669,unknown
40391,no,1,Low Contact,cellular,jun,30,44,technician,secondary,584,unknown
40392,no,1,Low Contact,cellular,jun,30,45,management,tertiary,1529,unknown
40393,yes,1,Low Contact,cellular,jun,30,37,management,tertiary,1315,unknown
40394,yes,1,Low Contact,cellular,jun,30,22,student,unknown,466,unknown
40395,yes,2,Low Contact,cellular,jul,1,44,management,tertiary,2383,unknown
40396,no,2,Low Contact,cellular,jul,1,35,admin,secondary,1254,unknown
40397,yes,3,High Contact,cellular,jul,1,37,entrepreneur,tertiary,1649,unknown
40398,no,2,Low Contact,cellular,jul,1,69,retired,secondary,1806,unknown
40399,no,1,Low Contact,cellular,jul,1,33,technician,tertiary,6281,success
40400,no,2,Low Contact,cellular,jul,1,41,unknown,tertiary,1567,unknown
40401,no,1,Low Contact,cellular,jul,1,61,retired,secondary,13164,unknown
40402,yes,2,Low Contact,cellular,jul,1,72,self-employed,tertiary,132,success
40403,yes,1,Low Contact,telephone,jul,1,78,retired,primary,2787,unknown
40404,yes,4,High Contact,telephone,jul,1,26,services,tertiary,0,unknown
40405,yes,2,Low Contact,cellular,jul,2,69,retired,primary,482,unknown
40406,yes,2,Low Contact,cellular,jul,2,41,blue-collar,secondary,203,unknown
40407,no,1,Low Contact,cellular,jul,2,45,technician,unknown,1823,failure
40408,no,3,High Contact,telephone,jul,2,51,management,tertiary,812,unknown
40409,yes,1,Low Contact,cellular,jul,2,44,blue-collar,secondary,88,unknown
