id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
43035,yes,1,Low Contact,40-48,Mid Balance,failure,management,tertiary,feb,349
43036,yes,1,High Contact,18-33,Mid Balance,success,technician,secondary,feb,484
43037,yes,1,Low Contact,49-95,High Balance,unknown,services,primary,feb,1830
43038,no,0,Low Contact,49-95,High Balance,other,retired,unknown,feb,7819
43039,yes,1,Low Contact,33-39,High Balance,failure,management,tertiary,feb,2987
43040,yes,1,Low Contact,33-39,Low Balance,success,technician,tertiary,feb,197
43041,yes,1,High Contact,18-33,Mid Balance,success,student,secondary,feb,431
43042,yes,1,Low Contact,49-95,Low Balance,success,admin,secondary,feb,169
43043,yes,1,High Contact,40-48,Low Balance,success,management,tertiary,feb,226
43044,no,0,Low Contact,40-48,Low Balance,success,unemployed,tertiary,feb,44
43045,yes,1,Low Contact,18-33,High Balance,success,unemployed,secondary,feb,2424
43046,no,0,High Contact,18-33,Low Balance,success,admin,tertiary,feb,41
43047,no,0,Low Contact,18-33,Low Balance,unknown,services,secondary,feb,199
43048,yes,1,Low Contact,18-33,Mid Balance,success,student,secondary,feb,1234
43049,yes,1,Low Contact,33-39,Low Balance,success,management,tertiary,feb,271
43050,yes,1,High Contact,18-33,Non-Positive,unknown,management,tertiary,feb,-69
43051,yes,1,High Contact,18-33,High Balance,unknown,student,tertiary,feb,1562
43052,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,feb,3409
43053,no,0,High Contact,49-95,High Balance,success,retired,primary,feb,2590
43054,yes,1,High Contact,49-95,High Balance,success,self-employed,tertiary,feb,52587
43055,yes,1,Low Contact,18-33,Mid Balance,success,blue-collar,secondary,feb,535
43056,yes,1,Low Contact,33-39,High Balance,unknown,management,tertiary,feb,2159
43057,no,0,Low Contact,18-33,Low Balance,unknown,admin,tertiary,feb,167
43058,no,0,High Contact,49-95,High Balance,failure,admin,secondary,feb,5361
43059,yes,1,Low Contact,49-95,Mid Balance,success,management,tertiary,feb,473
43060,yes,1,Low Contact,49-95,Low Balance,failure,technician,secondary,feb,195
43061,no,0,Low Contact,18-33,High Balance,success,technician,tertiary,feb,3411
43062,no,0,Low Contact,49-95,High Balance,failure,management,tertiary,feb,2764
43063,no,0,Low Contact,49-95,High Balance,failure,retired,secondary,feb,1612
43064,no,0,Low Contact,33-39,Mid Balance,failure,admin,secondary,feb,407
43065,yes,1,Low Contact,40-48,Mid Balance,success,admin,secondary,feb,660
43066,yes,1,Low Contact,18-33,Low Balance,unknown,technician,secondary,feb,154
43067,yes,1,Low Contact,33-39,Mid Balance,success,management,tertiary,feb,681
43068,yes,1,Low Contact,49-95,High Balance,success,retired,secondary,feb,2326
43069,no,0,Low Contact,18-33,Mid Balance,failure,self-employed,unknown,feb,1179
43070,no,0,Low Contact,18-33,High Balance,failure,management,tertiary,feb,2213
43071,yes,1,Low Contact,49-95,Mid Balance,failure,services,secondary,feb,961
43072,yes,1,Low Contact,18-33,High Balance,unknown,admin,tertiary,feb,2532
43073,no,0,Low Contact,33-39,High Balance,unknown,unemployed,secondary,feb,1466
43074,yes,1,Low Contact,33-39,Mid Balance,success,management,tertiary,feb,455
43075,yes,1,High Contact,49-95,High Balance,success,self-employed,tertiary,feb,2013
43076,no,0,High Contact,49-95,High Balance,unknown,technician,secondary,feb,4807
43077,yes,1,Low Contact,40-48,High Balance,success,blue-collar,secondary,feb,1568
43078,yes,1,High Contact,40-48,Non-Positive,success,management,tertiary,feb,0
43079,no,0,Low Contact,49-95,High Balance,failure,retired,primary,feb,16432
43080,yes,1,High Contact,18-33,Mid Balance,failure,student,unknown,feb,1215
43081,yes,1,Low Contact,49-95,Low Balance,unknown,retired,secondary,feb,121
43082,yes,1,Low Contact,18-33,Mid Balance,unknown,blue-collar,primary,feb,377
43083,yes,1,Low Contact,49-95,Low Balance,success,retired,secondary,feb,1
43084,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,primary,feb,622
43085,yes,1,Low Contact,49-95,Mid Balance,unknown,management,tertiary,feb,597
43086,no,0,Low Contact,18-33,High Balance,failure,student,tertiary,feb,5741
43087,no,0,Low Contact,49-95,Mid Balance,unknown,retired,secondary,feb,1230
43088,no,0,Low Contact,49-95,High Balance,failure,unemployed,secondary,feb,7469
43089,yes,1,Low Contact,33-39,Mid Balance,failure,management,tertiary,feb,763
43090,yes,1,Low Contact,18-33,Low Balance,unknown,unknown,unknown,feb,326
43091,no,0,Low Contact,33-39,Mid Balance,unknown,admin,tertiary,feb,1176
43092,no,0,Low Contact,49-95,Low Balance,failure,retired,secondary,feb,243
43093,yes,1,Low Contact,49-95,High Balance,failure,retired,secondary,feb,2204
43094,no,0,High Contact,49-95,High Balance,failure,blue-collar,secondary,feb,1686
43095,no,0,High Contact,49-95,High Balance,failure,management,unknown,feb,1277
43096,no,0,High Contact,33-39,High Balance,failure,blue-collar,secondary,feb,4321
43097,no,0,Low Contact,18-33,High Balance,unknown,unemployed,tertiary,feb,4874
43098,no,0,Low Contact,49-95,Non-Positive,failure,management,secondary,feb,0
43099,no,0,High Contact,18-33,Mid Balance,unknown,unemployed,primary,feb,396
43100,yes,1,Low Contact,33-39,High Balance,unknown,management,tertiary,feb,1380
43101,no,0,Low Contact,18-33,Non-Positive,unknown,management,tertiary,feb,0
43102,no,0,Low Contact,18-33,Mid Balance,unknown,technician,secondary,feb,341
43103,yes,1,Low Contact,18-33,Mid Balance,other,student,secondary,feb,381
43104,yes,1,Low Contact,49-95,Non-Positive,failure,housemaid,primary,feb,0
43105,yes,1,Low Contact,18-33,Low Balance,success,student,secondary,feb,67
43106,yes,1,Low Contact,40-48,Mid Balance,success,admin,secondary,feb,368
43107,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,tertiary,feb,438
43108,yes,1,Low Contact,40-48,Mid Balance,other,management,tertiary,feb,483
43109,no,0,Low Contact,33-39,High Balance,failure,housemaid,tertiary,feb,11219
43110,yes,1,Low Contact,33-39,High Balance,failure,unemployed,tertiary,feb,7620
43111,yes,1,Low Contact,18-33,Mid Balance,failure,self-employed,tertiary,feb,805
43112,yes,1,Low Contact,40-48,Non-Positive,failure,management,tertiary,feb,0
43113,no,0,Low Contact,18-33,Low Balance,other,management,tertiary,feb,101
43114,yes,1,Low Contact,18-33,Low Balance,unknown,technician,secondary,feb,324
43115,no,0,Low Contact,33-39,Mid Balance,failure,management,tertiary,feb,747
43116,yes,1,Low Contact,18-33,Low Balance,failure,management,tertiary,feb,302
43117,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,feb,118
43118,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,feb,1910
43119,no,0,High Contact,40-48,High Balance,unknown,unemployed,tertiary,feb,1571
43120,no,0,Low Contact,40-48,High Balance,failure,self-employed,tertiary,feb,10072
43121,no,0,Low Contact,49-95,Low Balance,failure,technician,secondary,feb,65
43122,no,0,Low Contact,40-48,Mid Balance,other,technician,secondary,feb,826
43123,yes,1,Low Contact,18-33,Low Balance,success,student,secondary,feb,215
43124,yes,1,Low Contact,40-48,High Balance,success,housemaid,tertiary,feb,5473
43125,no,0,High Contact,33-39,Mid Balance,other,blue-collar,secondary,feb,711
43126,no,0,Low Contact,49-95,Mid Balance,unknown,admin,tertiary,feb,944
43127,yes,1,Low Contact,49-95,Low Balance,success,admin,secondary,feb,106
43128,no,0,Low Contact,33-39,Low Balance,unknown,technician,tertiary,feb,31
43129,yes,1,Low Contact,49-95,High Balance,failure,retired,primary,feb,2346
43130,yes,1,Low Contact,49-95,High Balance,unknown,retired,secondary,feb,3219
43131,no,0,Low Contact,49-95,Low Balance,unknown,management,tertiary,feb,87
43132,yes,1,Low Contact,49-95,High Balance,unknown,admin,unknown,feb,2227
43133,yes,1,Low Contact,49-95,High Balance,unknown,self-employed,tertiary,feb,6610
43134,no,0,Low Contact,49-95,Low Balance,failure,technician,secondary,feb,196
43135,no,0,Low Contact,49-95,High Balance,unknown,management,tertiary,feb,4606
43136,no,0,Low Contact,18-33,Mid Balance,success,student,secondary,feb,469
43137,no,0,Low Contact,49-95,Mid Balance,failure,retired,primary,feb,680
43138,no,0,Low Contact,40-48,High Balance,failure,admin,unknown,feb,2033
43139,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,feb,1977
43140,yes,1,Low Contact,33-39,Low Balance,success,management,tertiary,feb,255
43141,no,0,Low Contact,18-33,High Balance,other,services,secondary,feb,1852
43142,no,0,Low Contact,18-33,Low Balance,unknown,services,secondary,feb,94
43143,no,0,Low Contact,49-95,High Balance,failure,entrepreneur,tertiary,feb,15265
43144,no,0,High Contact,49-95,High Balance,failure,retired,unknown,feb,1849
43145,yes,1,High Contact,18-33,Low Balance,unknown,services,secondary,feb,195
43146,no,0,Low Contact,18-33,High Balance,failure,technician,tertiary,feb,8023
43147,yes,1,Low Contact,49-95,High Balance,success,management,unknown,feb,4623
43148,yes,1,Low Contact,49-95,Mid Balance,success,technician,secondary,feb,973
43149,yes,1,Low Contact,49-95,High Balance,failure,technician,secondary,feb,7766
43150,yes,1,Low Contact,18-33,Mid Balance,success,student,secondary,feb,948
43151,yes,1,Low Contact,18-33,Low Balance,success,student,secondary,feb,48
43152,yes,1,Low Contact,49-95,High Balance,failure,management,unknown,feb,2149
43153,no,0,High Contact,49-95,Low Balance,failure,management,secondary,feb,4
43154,no,0,High Contact,33-39,Mid Balance,failure,management,tertiary,feb,688
43155,yes,1,Low Contact,49-95,High Balance,unknown,retired,primary,feb,1413
43156,no,0,Low Contact,18-33,Low Balance,unknown,technician,secondary,feb,241
43157,no,0,Low Contact,18-33,Mid Balance,other,student,secondary,feb,486
43158,yes,1,High Contact,49-95,Low Balance,success,technician,secondary,feb,117
43159,yes,1,Low Contact,49-95,Non-Positive,success,retired,secondary,feb,0
43160,yes,1,High Contact,18-33,Low Balance,failure,management,tertiary,feb,71
43161,yes,1,Low Contact,49-95,High Balance,success,technician,secondary,feb,1938
43162,no,0,Low Contact,40-48,Low Balance,success,admin,unknown,feb,66
43163,no,0,Low Contact,33-39,Low Balance,unknown,self-employed,secondary,feb,173
43164,no,0,Low Contact,33-39,High Balance,other,management,tertiary,feb,3654
43165,yes,1,Low Contact,18-33,High Balance,success,management,tertiary,feb,5359
43166,no,0,Low Contact,18-33,High Balance,success,student,secondary,feb,1925
43167,no,0,Low Contact,18-33,Low Balance,unknown,blue-collar,secondary,feb,23
43168,yes,1,High Contact,49-95,Mid Balance,success,retired,unknown,feb,519
43169,no,0,Low Contact,40-48,High Balance,failure,technician,secondary,feb,3519
43170,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,feb,8465
43171,no,0,Low Contact,49-95,Low Balance,failure,housemaid,primary,feb,211
43172,no,0,Low Contact,49-95,Low Balance,failure,unemployed,secondary,mar,79
43173,no,0,Low Contact,33-39,Non-Positive,unknown,technician,secondary,mar,0
43174,yes,1,Low Contact,49-95,High Balance,unknown,unemployed,secondary,mar,3195
43175,yes,1,Low Contact,49-95,Low Balance,failure,management,tertiary,mar,315
43176,yes,1,Low Contact,33-39,Mid Balance,success,management,tertiary,mar,1113
43177,yes,1,Low Contact,18-33,Non-Positive,failure,blue-collar,secondary,mar,-46
43178,no,0,Low Contact,18-33,Low Balance,unknown,admin,tertiary,mar,8
43179,yes,1,Low Contact,18-33,Mid Balance,unknown,technician,tertiary,mar,1075
43180,yes,1,Low Contact,49-95,Low Balance,unknown,admin,tertiary,mar,228
43181,no,0,Low Contact,18-33,High Balance,failure,admin,tertiary,mar,4129
43182,yes,1,Low Contact,33-39,Low Balance,unknown,services,secondary,mar,91
43183,no,0,Low Contact,33-39,High Balance,other,technician,secondary,mar,1407
43184,yes,1,Low Contact,18-33,Mid Balance,failure,technician,secondary,mar,598
43185,yes,1,Low Contact,49-95,Non-Positive,unknown,technician,tertiary,mar,0
43186,no,0,Low Contact,18-33,Low Balance,other,services,secondary,mar,162
43187,yes,1,Low Contact,49-95,High Balance,failure,retired,primary,mar,1947
43188,yes,1,Low Contact,33-39,Mid Balance,success,management,tertiary,mar,1027
43189,yes,1,Low Contact,40-48,Low Balance,other,technician,primary,mar,235
43190,yes,1,High Contact,49-95,Low Balance,other,retired,tertiary,mar,2
43191,yes,1,Low Contact,40-48,High Balance,unknown,technician,secondary,mar,4945
43192,yes,1,High Contact,18-33,Low Balance,other,student,tertiary,mar,311
43193,yes,1,Low Contact,40-48,High Balance,success,unemployed,tertiary,mar,7968
43194,yes,1,Low Contact,18-33,Low Balance,failure,student,secondary,mar,154
43195,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,primary,mar,712
43196,yes,1,Low Contact,18-33,High Balance,failure,student,unknown,mar,7585
43197,yes,1,Low Contact,18-33,High Balance,failure,technician,tertiary,mar,2489
43198,yes,1,Low Contact,49-95,Mid Balance,success,retired,secondary,mar,1146
43199,yes,1,Low Contact,33-39,High Balance,failure,admin,secondary,mar,1559
43200,no,0,High Contact,33-39,High Balance,other,admin,secondary,mar,5320
43201,no,0,High Contact,18-33,Low Balance,other,student,secondary,mar,287
43202,yes,1,Low Contact,49-95,High Balance,unknown,housemaid,primary,mar,3701
43203,no,0,Low Contact,40-48,Non-Positive,failure,management,tertiary,mar,0
43204,yes,1,Low Contact,49-95,High Balance,unknown,retired,secondary,mar,2896
43205,yes,1,Low Contact,18-33,Mid Balance,other,management,tertiary,mar,354
43206,no,0,Low Contact,33-39,Low Balance,failure,student,unknown,mar,242
43207,yes,1,Low Contact,18-33,High Balance,failure,management,tertiary,mar,2667
43208,yes,1,Low Contact,40-48,Low Balance,failure,management,tertiary,mar,144
43209,no,0,Low Contact,33-39,Mid Balance,failure,technician,tertiary,mar,508
43210,no,0,Low Contact,18-33,Mid Balance,unknown,management,tertiary,mar,359
43211,no,0,High Contact,49-95,High Balance,unknown,housemaid,secondary,mar,11494
43212,yes,1,Low Contact,18-33,Mid Balance,success,admin,tertiary,mar,760
43213,no,0,Low Contact,49-95,Mid Balance,failure,unknown,secondary,mar,367
43214,yes,1,High Contact,49-95,Mid Balance,failure,retired,secondary,mar,1050
43215,no,0,High Contact,49-95,High Balance,failure,retired,secondary,mar,6850
43216,no,0,Low Contact,49-95,High Balance,success,retired,tertiary,mar,2820
43217,yes,1,Low Contact,18-33,High Balance,failure,student,secondary,mar,5296
43218,no,0,Low Contact,18-33,High Balance,failure,management,tertiary,mar,1390
43219,yes,1,Low Contact,49-95,High Balance,unknown,admin,secondary,mar,12980
43220,yes,1,Low Contact,18-33,Mid Balance,unknown,blue-collar,secondary,mar,509
43221,yes,1,High Contact,49-95,High Balance,success,retired,tertiary,mar,1644
43222,yes,1,Low Contact,18-33,Low Balance,success,student,tertiary,mar,294
43223,no,0,Low Contact,18-33,High Balance,failure,admin,secondary,mar,3529
43224,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,primary,mar,451
43225,no,0,High Contact,18-33,Low Balance,success,blue-collar,primary,mar,201
43226,no,0,Low Contact,18-33,High Balance,unknown,technician,tertiary,mar,3192
43227,yes,1,Low Contact,33-39,Low Balance,failure,services,secondary,mar,53
43228,yes,1,Low Contact,49-95,High Balance,unknown,housemaid,tertiary,mar,2473
43229,yes,1,Low Contact,40-48,Low Balance,other,unemployed,secondary,mar,334
43230,no,0,Low Contact,40-48,Non-Positive,unknown,admin,secondary,mar,0
43231,no,0,Low Contact,49-95,Mid Balance,failure,retired,secondary,mar,1220
43232,yes,1,Low Contact,33-39,High Balance,unknown,management,tertiary,mar,6771
43233,yes,1,Low Contact,33-39,Low Balance,success,services,secondary,mar,52
43234,yes,1,Low Contact,18-33,High Balance,success,management,tertiary,mar,2240
43235,no,0,Low Contact,33-39,Mid Balance,unknown,admin,tertiary,mar,798
43236,no,0,High Contact,18-33,High Balance,unknown,unemployed,primary,mar,1429
43237,no,0,High Contact,49-95,High Balance,other,self-employed,tertiary,mar,3293
43238,no,0,Low Contact,49-95,High Balance,success,management,tertiary,mar,2635
43239,yes,1,Low Contact,49-95,High Balance,unknown,retired,tertiary,mar,4761
43240,yes,1,Low Contact,40-48,High Balance,unknown,student,unknown,mar,1527
43241,yes,1,High Contact,18-33,High Balance,failure,technician,tertiary,mar,1570
43242,no,0,High Contact,33-39,Mid Balance,success,student,unknown,mar,444
43243,yes,1,Low Contact,49-95,Non-Positive,unknown,admin,tertiary,mar,0
43244,yes,1,Low Contact,49-95,Mid Balance,unknown,unemployed,secondary,mar,588
43245,yes,1,Low Contact,49-95,Mid Balance,success,unemployed,secondary,mar,957
43246,yes,1,Low Contact,18-33,Low Balance,unknown,management,tertiary,mar,224
43247,no,0,High Contact,33-39,Mid Balance,failure,blue-collar,unknown,mar,444
43248,yes,1,Low Contact,33-39,High Balance,success,management,tertiary,mar,2161
43249,yes,1,Low Contact,49-95,Mid Balance,success,retired,unknown,mar,426
43250,yes,1,Low Contact,18-33,Low Balance,success,management,tertiary,mar,147
43251,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,primary,mar,508
43252,yes,1,Low Contact,49-95,Mid Balance,success,retired,primary,mar,802
43253,yes,1,Low Contact,33-39,Low Balance,success,technician,secondary,mar,294
43254,yes,1,Low Contact,18-33,High Balance,unknown,management,tertiary,mar,1825
43255,yes,1,High Contact,33-39,Low Balance,success,management,tertiary,mar,158
43256,yes,1,Low Contact,18-33,Non-Positive,success,management,tertiary,mar,0
43257,yes,1,Low Contact,33-39,High Balance,success,services,secondary,mar,4721
43258,yes,1,Low Contact,40-48,Low Balance,success,management,unknown,mar,282
43259,yes,1,Low Contact,18-33,Low Balance,success,student,unknown,mar,108
43260,no,0,Low Contact,18-33,High Balance,unknown,management,tertiary,mar,2344
43261,yes,1,Low Contact,18-33,Low Balance,unknown,management,tertiary,mar,187
43262,yes,1,High Contact,49-95,High Balance,success,blue-collar,primary,mar,3764
